,0,1,2
7225,2020-03-26 02:37:32+00:00,"Stigmabase — Effects of Covid-19 on Maharashtra and India's business and labour: Among the male workers, informal workers accounted for 71.1 percent of the workforce, and among female workers, informal workers accounted for 54.8 ... View article... http://dlvr.it/RSZCpg",PairsonnalitesA
7226,2020-03-26 02:37:32+00:00,Coronavirus: India ordena el cierre de todo el país y pone a sus 1.300 millones de habitantes en confinamiento por el brote de covid-19 ,acentodiario
7227,2020-03-26 02:37:27+00:00,.@narendramodi @PMOIndia @drharshvardhan: Medical professionals need protection and gear to fight Covid 19 ! - Sign the Petition! http://chng.it/K5M9HS6Y via @ChangeOrg_India,Shobu_
7228,2020-03-26 02:37:12+00:00,"@dcudupi @CMofKarnataka @MoHFW_INDIA When we wil get the travel history of the person who found positive in COVID-19Udupi?Like where &amp; al he went once landed at airport,his route map has to b made public so that others who have fear of being contacted with him can b more careful",Rvnayak1905
7229,2020-03-26 02:37:07+00:00,"History of COVID-19 in India, leading to the 21-day country-wide lockdown ",newslanded
7230,2020-03-26 02:36:28+00:00,"Scientists Say India Following US Pattern of a Lag, May See 13 Lakh COVID-19 Cases by Mid-May - News18 https://www.news18.com/news/india/scientists-say-india-following-us-pattern-of-a-lag-may-see-13-lakh-covid-19-cases-by-mid-may-2549901.html via @GoogleNews",kunalsinhkathia
7231,2020-03-26 02:35:56+00:00,Coronavirus: FIFA Monitoring COVID-19 Threat In India With Women’s U-17 World Cup In Mind | Football News ,newsiconicindia
7232,2020-03-26 02:35:23+00:00,Great decision of PM to safety measures from covid -19.All Indians are following lock down. Situation is coming down ward . India towards Success against corona.,Ghanshy73625469
7233,2020-03-26 02:35:16+00:00,BBC News Mundo - Coronavirus: India ordena el cierre de todo el país y pone a sus 1.300 millones de habitantes en confinamiento por el brote de covid-19 ,Roxanacruzchaez
7234,2020-03-26 02:34:32+00:00,#Canada: Canadians stuck in India’s COVID-19 lockdown desperate to return http://canada.watsupamericas.com/news/canadians-stuck-in-indias-covid-19-lockdown-desperate-to-return/,WatsupAmericas
7235,2020-03-26 02:34:32+00:00,"COVID-19 and China's handling has broken the ""Beijing Consensus"" in the world. With its actions, India can prove its leadership, but also the superiority of the democratic system, writes former Foreign Secy Vijay Gokhale. #mustread",suhasinih
7236,2020-03-26 02:34:21+00:00,"New covid-19 cases drop in Kerala, one of the worst affected states in India. Total 118 cases so far in Kerala, 91 non-residents who've returned from overseas, 8 are foreign nationals. 12 have recovered completely from the disease. Stay Home, Stay Safe #Lockdown21",michael_mahanta
7237,2020-03-26 02:34:12+00:00,To check covid 19 status in India each 4 hours ,ErBhaveshJaisw1
7238,2020-03-26 02:34:05+00:00,Take a look at the top updates from India &amp; across the globe over COVID-19. | #IndiaBattlesCoronaVirus,TimesNow
7239,2020-03-26 02:33:56+00:00,"A very vital area one shouldn't neglect, other Covid 19 caution. Homoeopathy will be playing a very important role in not only easing but relieving completely from Anxiety, Depression, OCDs, PTSD. @PMOIndia @narendramodi From the Times of India: ",keyurmajus
7240,2020-03-26 02:33:34+00:00,Sir. Is data published in lancet is repreduced by other investigators. 2.Are clinical covid 19 isolates from India sequenced at genome level.,Pramodkhandeka6
7241,2020-03-26 02:33:26+00:00,"India's military mobilises to lead the battle against Covid-19. Sets up multiple quarantine centres; several patients, including those repatriated from Wuhan and the Japanese cruise vessel, are already back home after a 14-day quarantine. ",ajaishukla
7242,2020-03-26 02:33:20+00:00,#IndiaFightsCorona COVID-19 can spread like wildfire. Social distancing is the key to combat COVID-19. Indians are requested to stay home and practice social distancing indoors too for the next 21 days to help India combat COVID-19. via NaMo App,jiten_thacker
7243,2020-03-26 02:33:09+00:00,#timerphoto #sunkissed #sunkissed #palat #self #morningphotography #morning #isolated #quarantine #novelcorona #covid_19 #stayawareandsafe #stayhome #staysafe @Varanasi U.P India https://www.instagram.com/p/B-LiMITFr7L/?igshid=gy7gr8pdc83i,BhagatKrishna01
7244,2020-03-26 02:32:03+00:00,The world’s biggest COVID-19 lockdown is now in effect in India. @meldug on how police are enforcing the sweeping order.,CityNews
7245,2020-03-26 02:31:56+00:00,"I am unable to reach shops to buy essential commodities as our hostels are locked by the management and the population in the hostels is very less making me feel scared and lonely. As a responsible citizen of INDIA, I obey all government rules in eradicating the Covid 19.",sowjanya997
7246,2020-03-26 02:31:33+00:00,"इंडिया लॉकडाउन कोविड 19 | लघु फिल्म जरूर देखें, जो अंज न्यूज मीडिया द्वारा निर्मित है। कोरोना वायरस से बचाव और जागरूकता पर आधारित डॉक्यूमेंट्री,देखिए India Lockdown Covid 19 | Documentary by AnjNewsMedia | Pls Watch @narendramodi @NitishKumar @WHO https://youtu.be/0yQxwz47M18",TVJournalistAnj
7247,2020-03-26 02:31:28+00:00,"Hi James (who is not my son). My Bharatan Maths lecture tour of India was cancelled. So, because of #Covid_19 I've created #LockDownLectures to start explaining Bharatan Maths for Indian parents of primary aged kids. The 1st video lecture goes live soon at",jcrabtree
7248,2020-03-26 02:31:27+00:00,"Thanks to our prime minister, for lockdown for 21 day for the people of India, I am from karnataka, kalaburagi, district Indias 1st Death covid-19. Happened from here. My village near to 10km, from kalaburagi. I want to safe my village people from covid-19,",KhajaPatelrgk
7249,2020-03-26 02:31:02+00:00,"#Coronavirus updates from India and the world: UK's confirmed COVID-19 cases exceed 9,500 #CoronavirusOutbreak #CoronaVirusUpdates #CoronavirusLockdown Follow Live: https://www.freepressjournal.in/india/coronavirus-updates-from-india-and-the-world-march-26",fpjindia
7250,2020-03-26 02:31:01+00:00,"#Coronavirus updates from India and the world: Over 74,000 COVID-19 cases in Italy, toll reaches 7,503 #CoronavirusOutbreak #CoronaVirusUpdates #CoronavirusLockdown Follow Live: https://www.freepressjournal.in/india/coronavirus-updates-from-india-and-the-world-march-26",fpjindia
7251,2020-03-26 02:30:51+00:00,#DailyCapsule How India consumed amidst COVID-19 Remote working tools you need How Haptik evolved its offerings Flipkart resumes delivery services ,YourStoryCo
7252,2020-03-26 02:30:51+00:00,Save others and yourself by staying at home #jantacurfew #jantacurfew2020 #corona #coronavirus #covid_19 #covıd19 #lockdown #coronaviruslockdown #lockdownindia #stayhomeindia #21dayslockdown #Etawah #india #etawahdiaries #humansofetawah #tasteofetawah #etawahwale #etawahup #pm,EtawahD
7253,2020-03-26 02:30:39+00:00,Covid-19 in India: PM Modi interacts with doctors via video conferencing https://timesofindia.indiatimes.com/videos/news/covid-19-in-india-pm-modi-interacts-with-doctors-via-video-conferencing/videoshow/74796811.cms via NaMo App,jiten_thacker
7254,2020-03-26 02:30:35+00:00,#sunrise #sunrisephotography #photography #isolated #quarantine #covid_19 #novelcorona #stayawareandsafe #stayhome #staysafe #terrace #morningphotography @Varanasi U.P India https://www.instagram.com/p/B-Lh5fYFu-g/?igshid=uabh724tysk7,BhagatKrishna01
7255,2020-03-26 02:30:27+00:00,India is in now FACE lll to fight against Coronavirus People must obey the notification of government WORLD HEALTH ORGANITATION says COVID-19 is PANDEMIC We are very proud under leadership of our PM Shri @narendramodi ji #21daylockdown #StayAtHomeSaveLives #BreakTheChain,MukeshjiGotecha
7256,2020-03-26 02:30:15+00:00,Why should India support China... That too when the whole world knows that COVID -19 is made in China... Another HANTA is in process..,EducatorRajnee1
7257,2020-03-26 02:30:13+00:00,印度警察硬核操作 疫情期间私自外出 三名男子被罚一路滚回家 #印度疫情 #covidindia ,HkLiangnv
7258,2020-03-26 02:30:06+00:00,India has gone into lockdown and Prince Charles has come down with the coronavirus. Here's the latest COVID-19 news: ,crikey_news
7259,2020-03-26 02:29:56+00:00,At least India is not BURNING PEOPLE *ALIVE*... CHINA must be dragged into International Court and stripped of its VETO power in the UN 'Crime against humanity' COVID-19 is a Chinese Virus. @realDonaldTrump @DrSJaishankar,kingkumargaurav
7260,2020-03-26 02:29:41+00:00,"The world's most bizarre voters are found in India. Since 2014, people here have lost the power to think. Do you remember this slogan #AbHogaNYAY ? #Coronavirus #COVID2019 #COVID19 #Covid_19 #lockdown",WeAreRGians
7261,2020-03-26 02:29:35+00:00,How is public health bettered by disclosing patient names? If pple r not found in their homes fine them poster shld be like “pple in this house have home quarantined themselves till ___ cos of COVID-19. NO VISITORS ALLOWED.” People will Happily put up this on their doors.,nandrekar
7262,2020-03-26 02:29:22+00:00,"Goa reports 3 positive cases, total COVID-19 infections in India crosses 600 Follow LIVE updates: ",ZeeNewsEnglish
7263,2020-03-26 02:29:12+00:00,#CoronavirusPandemic #JantaCurfew #JantaCurfewMarch22 #lockdown #Covid_19india #StayHomeStaySafe #Corona #CoronavirusOutbreak #COVIDー19 #Covid_19 #DelhiFightsCorona #India #IndiaFightsCorona,f_ahmad22
7264,2020-03-26 02:29:07+00:00,#DiseaseFree_With_TrueWorship #virus #covid #coronaviruspandemic #coronavirusitalianews #savior #italy #spain #europe #london #iran #worship #God #salvation #allah #indian #indians #india #hindu #illness #drugs #disease #WorldCup1992,VinitJatain
7265,2020-03-26 02:28:39+00:00,#CoronavirusPandemic #JantaCurfew #JantaCurfewMarch22 #lockdown #Covid_19india #StayHomeStaySafe #Corona #CoronavirusOutbreak #COVIDー19 #Covid_19 #DelhiFightsCorona #India #IndiaFightsCorona,justanything9
7266,2020-03-26 02:28:26+00:00,"Covid 19 ko najarandaj karte huve ham apni railway m duty karte h muh par mask nhi ,hatho par dashtana nhi fhir bhi ham railway m duty ham apna kartav samjate h",prakash1532010
7267,2020-03-26 02:27:55+00:00,"COVID 19 lockdown day 2, hope you are well, stay indoors, stay safe, have a great day... @Chennai, India https://www.instagram.com/p/B-Lhl-_Jn80/?igshid=1aoj81sikyrmk",VPMENON
7268,2020-03-26 02:27:55+00:00,How do you help COVID 19 infected &amp; those who have come in close contact with them? Do you treat them free of costs or put them in isolation wards &amp; make them bear all the expenses? What is the protocol for visitors?,DrNRavindraShe1
7269,2020-03-26 02:27:52+00:00,Same Story in Himachal. Govt drs handling COVID patients with no proper gear. High risk. @KPGBJP @MoHFW_INDIA @HMOIndia @PMOIndia @MinistryWCD,GNRlaws
7270,2020-03-26 02:27:50+00:00,"Why @narendramodi went for 21-day Lockdown: Delays on part of states to go for lockdown, lack of uniformity Study of worst-affected COVID countries showed all paid price of delaying lockdown, entered Stage-3. India wants to avoid those mistakes My Story ",AmanKayamHai_ET
7271,2020-03-26 02:27:32+00:00,"Total COVID-19 Tests done till today Germany : 4,00,000+ US : 3,67,710 Korea : 3,00,000+ Italy : 2,96,964 UK : 83,945 India : 22,038 With such low testing, the scale of Corona Pandemic in India is unknown. Can't fathom why govt isn't testing much much more.",santhanamrafi
7272,2020-03-26 02:27:21+00:00,Namaste This is the *Government of India's Coronavirus (COVID-19) Helpdesk* to create awareness and help you and your family stay safe. For any emergency Helpline: *011-23978046* | Toll-Free Number: *1075* Email: *ncov2019@gov.in* Please choose from the following ,DevarshiJoshi14
7273,2020-03-26 02:26:47+00:00,#morning #self #quarantine #isolated #novelcorona #covid_19 #photography #morningphotography #terrace #sunrisephotography #sunrise #stayhome #staysafe #stayawareandsafe @Varanasi U.P India https://www.instagram.com/p/B-LhdsqF7vl/?igshid=18jby21qbj74g,BhagatKrishna01
7274,2020-03-26 02:26:02+00:00,Macron launches army operation to win war against COVID-19 http://dlvr.it/RSZBsh #India,twistarticle
7275,2020-03-26 02:25:25+00:00,"COVID-19: Lockdown across India, in line with WHO guidance https://www.neilsdesigners.com/2020/03/covid-19-lockdown-across-india-in-line.html",NeilsDesigners
7276,2020-03-26 02:25:06+00:00,"HELLO EVERYONE!I AM FROM INDIA.OUR WORLD IS NOW IN SUCH A WORSE CONDITION.THE REASON IS DUE TO COVID-19.THIS DISEASE STARTED SPREADING FROM WUHAN,CHINA.I AM NOT A MEDICAL STUDENT, ACTUALLY I AM A STUDENT OF CLASS 11 SCIENCE.",PrithviPrasad9
7277,2020-03-26 02:24:33+00:00,કોરોનાની વિરુદ્ધ દરેક ચેલેન્જનો સામનો કરવા તૈયાર છે ઈન્ડિયન આર્મીઃ જનરલ રાવત #covidindia #Coronavirus #CoronavirusOutbreak #CoronavirusIndia #CoronavirusOrangeCounty #LockdownNow #lockdown #curfew #21daysLockdown,VtvGujarati
7278,2020-03-26 02:24:27+00:00,"Dear all @narendramodi @MoHFW_INDIA @AndhraPradeshCM @ysjagan . This is the the situation where covid suspect responsible persons ( Who are come for testing , Even after One time got Negative report by Airport Health team ) Take a Immediate Action. ",Gopi_425
7279,2020-03-26 02:24:22+00:00,Government of India: Government support for Daily Wagers during COVID-19 country-wide Lockdown - Sign the Petition! http://chng.it/BL6MxXBD via @Change,naim_anwar
7280,2020-03-26 02:23:58+00:00,“Biggest Lockdown In World History” – India Paralyzed As COVID-19 Crisis Unfolds - ,rickhenry1775
7281,2020-03-26 02:23:48+00:00,"Respected Aaj Tak, I request Gov. Of India should instruct the Bank&amp; other Financial Organization's to delay the EMI till June2020.Becoz all work remain shut during Covid-19 lockdown period and it will take time to recover.#commonmanrequest...",MayankGada5
7282,2020-03-26 02:23:18+00:00,COVID-19 lockdown: Experts peg India’s cost at Rs 9 lakh crore http://www.oneindia.com/india/covid-19-lockdown-experts-peg-indias-cost-at-rs-9-lakh-crore-3058687.html #Coronavirus,Oneindia
7283,2020-03-26 02:23:10+00:00,"The Director General of WHO has mentioned that only lockdown is not enough, we've bought us enough time in this 2nd Window of opportunity to ramp up our fight against COVID 19, pls follow the following strictly @MoHFW_INDIA @Vijayabaskarofl @narendramodi #LetsStayAtHome",GautamkumarB
7284,2020-03-26 02:22:57+00:00,"@FinMinIndia Respected FinMinIndia, Gov. Of India should instruct the Bank&amp; other Financial Organization's to delay the EMI till June2020.Becoz all work remain shut during Covid-19 lockdown period and it will take time to recover.#commonmanrequest...",MayankGada5
7285,2020-03-26 02:22:46+00:00,"Just by changing MCI Regulations, India can produce over 1.5 Lakh doctors &amp; specialists : Dr Devi Shetty How MCI can save the country: Tough Covid-19 battle can only be won by our young doctors and nurses. We need many more of them ",IndiaMmt
7286,2020-03-26 02:22:45+00:00,"MG Motor India donates Rs 2 crore to tackle Covid-19 outbreak; while a Rs 1 crore contribution will come from the company directly, its employees have also pledged to donate another Rs 1 crore. https://www.instagram.com/p/B-LhAHeHu5x/?igshid=xc1sv2l6mfa4",autoretailpro1
7287,2020-03-26 02:22:38+00:00,This is how India responds to COVID-19 A different kind of trend has been noticed with condom sales going through the roof. Many retailers have seen sales surge nearly 25% to 50% in the last one week. #COVID2019,PeerzadaMansoor
7288,2020-03-26 02:22:09+00:00,#DiseaseFree_With_TrueWorship #virus #covid #coronaviruspandemic #coronavirusitalianews #savior #italy #spain #europe #london #iran #worship #God #salvation #allah #indian #indians #india #hindu #illness #drugs #disease #world,L2QNzLARMRcSftU
7289,2020-03-26 02:21:50+00:00,"I literally got an email from them a couple of weeks ago (when India had next to no cases) with some text that they would post on the website, asking as a customer if it would answer all my COVID-19 questions. I suggested a minor edit, and the president wrote me a thank you back.",rishabree
7290,2020-03-26 02:21:47+00:00,"If Hindus want to save themselves from #COVID in India, the only sensible thing is to ensure that you keep strict social distance from Muxlims. ",SourjyaBanerjee
7291,2020-03-26 02:21:16+00:00,#DiseaseFree_With_TrueWorship #virus #covid #coronaviruspandemic #coronavirusitalianews #savior #italy #spain #europe #london #iran #worship #God #salvation #allah #indian #indians #india #hindu #illness #drugs #disease #world,VinitJatain
7292,2020-03-26 02:20:58+00:00,But India has a huge bunch of media crooks that roam the streets looking for anyone sneezing to blame the govt. It is simply impossible for a person to die of any flu &amp; not get automatically classified as COVID.,yaarganesh
7293,2020-03-26 02:20:46+00:00,Prime Minister of India: SAFETY and SOCIAL SECURITY of INFORMAL SECTOR WORKERS during the lockdown due to COVID-19 - Sign the Petition! http://chng.it/x6jxQSXr via @ChangeOrg_India,manojkjhadu
7294,2020-03-26 02:20:45+00:00,#CoronavirusOutbreak In India LIVE Updates: Day 2 Of Lockdown; Total Positive Covid-19 Cases Reach 606 #Lockdown21,ABPNews
7295,2020-03-26 02:20:41+00:00,@TuckerCarlson I have taken Chloroquine twice while I was in India. In India Doctors are using this since last 40 years and is safe ( it has side effects). Tell people to use it. Billion people in india use Cholroquine for Malaria treatment. Chloroquine can be used for COVID-19,vdeshtwit
7296,2020-03-26 02:20:34+00:00,"Will Work With India To Combat COVID-19 Outbreak, Says Top US Diplomat ",JASVIR62102359
7297,2020-03-26 02:20:19+00:00,Covid-19 in India: PM Modi interacts with doctors via video conferencing https://timesofindia.indiatimes.com/videos/news/covid-19-in-india-pm-modi-interacts-with-doctors-via-video-conferencing/videoshow/74796811.cms,4121tripathi
7298,2020-03-26 02:20:07+00:00,"At current rate, India can see 30,000 COVID-19 deaths by May, no hospital bed by June: Data https://theprint.in/opinion/current-rate-india-30000-covid-19-deaths-may-no-hospital-bed-june-data/385386/ via @ThePrintIndia",Ashar61264190
7299,2020-03-26 02:20:00+00:00,COVID-19 Cases In India Can Rise To 1.3 Million By May: US-Based Study #coronavirus,SheThePeople
7300,2020-03-26 02:19:45+00:00,"Just at the moment that many newly-remote workers hunker down w/ janky home office setups, COVID-19 spikes in key tech support centers here and in India. All of us in IT: Can your contingency procedures survive multiple points of failure? Thoughts? @averykimball",BraveNewJames
7301,2020-03-26 02:19:36+00:00,"@PMOIndia Plz sir take a strict step for the covid 19 bcz no one taking it seriously i want u to give police,crpf and soldiers duty in every street of india and if anyone refuses to stay at home then plz do make sure that he gets 10 yr prisonment or death...",RupamSa51243009
7302,2020-03-26 02:18:30+00:00,"I've just posted a new blog: Will Work With India To Combat COVID-19 Outbreak, Says Top US Diplomat https://ift.tt/33KZKeM",backchodadda
7303,2020-03-26 02:18:20+00:00,"The number of COVID-19 cases in the US has topped 60,000, according to the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University #COVID19 #Coronavirus #coronacases",ians_india
7304,2020-03-26 02:18:16+00:00,Only Muslims repeat only Muslims would be responsible for spread of COVID-19 in India. They can't skip Namaz. Now troll me for tweeting reality.,vbsingh60
7305,2020-03-26 02:18:10+00:00,Doing great job as spoke person of covid initiatives of state govt only ..not heading this unit. Okay correct it if I m wrong bhaina.,aslam123
7306,2020-03-26 02:17:40+00:00,Restore 4G in Jammu and Kashmir. 4G will help to spread #COVID-19 awareness among common masses. Teachers can teach Students online. Research scholars can download the required material. Doctors can upload awareness videos.,Sajidbutt17
7307,2020-03-26 02:17:21+00:00,How India is dealing with #coronavirus lockdown. #covid_19 #covid #covıd19,CeFaanKim
7308,2020-03-26 02:17:15+00:00,"@MoHFW_INDIA @narendramodi @Vijayabaskarofl @CMOTamilNadu @NHM_TN sir what about the plasma therapy that China and America dealing with,does this possible in India pls do some advance research to handle the covid-19.your the only person who can do this sir -THANKYOU ",Millanofl
7309,2020-03-26 02:17:13+00:00,"How about the money you made, 5% of the stack you made is all India wants. We can fight Covid..",abhijithguru
7310,2020-03-26 02:16:43+00:00,ICMR answers all you want to know about killer Corona – Latest English News | Absolute India News http://absoluteindianews.com/archives/52431 @ICMRDELHI @DrHVoffice @drharshvardhan COVID-19 @PMOIndia @Narendramodi @Amitshah,AbsoluteIndNews
7311,2020-03-26 02:16:34+00:00,"#INDIA: With PM Modi announcing a three-week lockdown to contain the COVID-19 outbreak, our initial estimates suggest that 75% of the economy will be shutdown, resulting in an estimated direct output loss of 4.5%, @Nomura says @CNBCTV18News",cnbcSri
7312,2020-03-26 02:16:30+00:00,#itradetips #mundocoex #informa #almomento #PorSiNoLoViste #Entérate #QueNoSeTePase #Comunicado #IMPORTANTE India prohíbe la exportación de medicamento para tratar el Covid-19 -- Link: ,itradetips
7313,2020-03-26 02:16:26+00:00,UN Secretary-General Antonio Guterres has launched a $2-billion global humanitarian response plan to fight COVID-19 in some of the world's most vulnerable countries #AntonioGuterres #COVID19 #Coronavirus,ians_india
7314,2020-03-26 02:16:26+00:00,"In the fight against COVID-19, my one month's salary to PM's relief fund as small contribution in the fight against the COVID-19 pandemic in India Nation needs Nation.people come forward and help. #Salary4nation @PMOIndia @AmitShah @republic @ArnabGoswamiRtv @ombirlakota",sumitkr9761
7315,2020-03-26 02:16:12+00:00,"In any public emergency, it is the most marginalized which suffer the most. #Transgender people, many of whom live a marginal existence in #India, are expected to be hard hit by the #COVID-19 epidemic. https://www.openlynews.com/i/?id=41c7d175-c144-4e08-b0a0-c1060c78bcc5 #coronavirus #COVID19 #LockDown21",saysdiyanag
7316,2020-03-26 02:15:35+00:00,India Juga Siapkan Aplikasi Tracking Pasien #Covid_19 https://www.mainmain.id/r/5999/india-juga-siapkan-aplikasi-tracking-pasien-covid-19 #CoronaVirusUpdate #coronavirusindia #CoronavirusLockdown,mainmainid_
7317,2020-03-26 02:15:17+00:00,"@narendramodi ,@PMOIndia is lock down implemented in India? Only in the way how ""Wuhan did the lock down"" then only the spread of Covid-19 will be controlled.Most of the shops open , people going from one place to other. Indians should take Covid-19 as serious.",saikiran_no9
7318,2020-03-26 02:15:02+00:00,"Not a racist but the way few foreign press and intellectuals reacted on how India is doing good on COVID-19 and showing that we have a bad hygiene and we are dirty. Dumbfucks stfu, you guys wipe your ass with paper and eat that same ass at night also we don't eat everything.",iashutosh23
7319,2020-03-26 02:15:01+00:00,"COVID-19: India goes into complete lockdown, essential services to continue https://www.medianama.com/2020/03/223-india-coronavirus-lockdown/ #Repost",medianama
7320,2020-03-26 02:13:26+00:00,Russia...Defence...Ministry...Reveal...Anti-COVID-19...Measure...Taking...Victory...Day...Parade...tank...tanker...fuel...oil...gas...India...Suspend...Contest...Citizen...Registration...Census...2021...UK...US...Coronavirus...Outbreak...motorbike...motorcycle...Hungary...Tuvalu,kizu91
7321,2020-03-26 02:13:05+00:00,India BANS export of anti-malaria drug touted by Trump as potential Covid-19 cure — RT World News ,ruypenalva
7322,2020-03-26 02:11:41+00:00,Panic buying defeating purpose of Covid-19 lockdown: Arvind Kejriwal - india news - Hindustan Times ,AAPInNews
7323,2020-03-26 02:11:39+00:00,"Times of India: CAB, its president pledge contribution of Rs 30 lakh for combating COVID-19. https://timesofindia.indiatimes.com/sports/cricket/news/cab-its-president-pledge-contribution-of-rs-30-lakh-for-combating-covid-19/articleshow/74812958.cms?UTM_Source=Google_Newsstand&amp;UTM_Campaign=RSS_Feed&amp;UTM_Medium=Referral via @GoogleNews",rvkindia
7324,2020-03-26 02:11:37+00:00,"Researchers associated with the COV-IND-19 Study Group, an interdisciplinary group of scholars and data scientists, Say India Following US Pattern of Delay, May See 13 Lakh Covid-19 Cases by Mid May.",isinghkundan
7325,2020-03-26 02:11:27+00:00,Covid-19 update: Delhi man’s death wrongly attributed to coronavirus - india news - Hindustan Times ,AAPInNews
7326,2020-03-26 02:11:20+00:00,Covid-19: India among countries with low hand-washing culture https://www.hindustantimes.com/india-news/covid-19-india-among-countries-with-low-hand-washing-culture/story-QPLJ5957qvi71MUTitzsJO.html,swachhhyd
7327,2020-03-26 02:11:18+00:00,COVID-19 Outbreak: All India under Lockdown https://mypeoplesmedia.wordpress.com/2020/03/26/covid-19-outbreak-all-india-under-lockdown/,lokeshreddy1997
7328,2020-03-26 02:11:03+00:00,"Agree with you Sidhharth , condition is getting worse here for ppl who lost their jobs and no source of earning now, and this ban of international flights .. we know our responsibility, we are ready to be in quarantine, we are with Government of India to fight against COVID-19..",Ramtiwari589Ram
7329,2020-03-26 02:10:29+00:00,"India, home to more than 1.3 billion people, is bracing for a surge in COVID-19 cases. @VidyaKrishnan examines the factors that make India particularly vulnerable to an outbreak, and the steps the government needs to take to prepare. ",ForeignAffairs
7330,2020-03-26 02:09:41+00:00,"My US Citizen aunt and uncle just flew from India to Abu Dhabi to Baltimore, MD two days ago. They were not screened or tested once for COVID-19... ",CLE_Sports88
7331,2020-03-26 02:09:03+00:00,Golongan Terkaya Di India Turun Padang Bantu Kerajaan Perangi Covid-19 http://dlvr.it/RSZ9Pt,GerbangPost
7332,2020-03-26 02:08:27+00:00,#DiseaseFree_With_TrueWorship #virus #covid #coronaviruspandemic #coronavirusitalianews #savior #italy #spain #europe #london #iran #worship #God #salvation #allah #indian #indians #india #hindu #illness #drugs #disease #world,AccPOO2qImDDEPI
7333,2020-03-26 02:08:25+00:00,"The total deaths linked to COVID-19 around the world topped 20,000, according to the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University #Coronavirus #COVID19 #CoronaDeath",ians_india
7334,2020-03-26 02:07:58+00:00,CHINA must be dragged into International Court and stripped of its VETO power in the UN 'Crime against humanity' COVID-19 is a Chinese Virus. #WuhanVirus #ChinaLiedPeopleDied #ChineseVirus @WHO @China_Amb_India,NeerajDhaked
7335,2020-03-26 02:07:26+00:00,Coronavirus: India ordena el cierre de todo el país y pone a sus 1.300 millones de habitantes en confinamiento por el brote de covid-19 ,AstillasdeLuz
7336,2020-03-26 02:07:15+00:00,This is why India has big problem in hand due to covid-19. Even in this pandemic no common sense. ,sukumar_m
7337,2020-03-26 02:07:06+00:00,Actuall Impact of lockdown we will see after 5th april if no of cases per day reduced to less than 20 than we can Covid-19 in India is under control let's hope for the best,sunjay19
7338,2020-03-26 02:07:00+00:00,India's coronavirus lockdown loss estimated at $120 billion...... #India #21daylockdown #Lockdown #CoronavirusLockdown #CoronavirusIndia #CoronavirusOutbreak #COVID #COVID2019 #COVID19outbreak #COVIDー19,TPE_connect
7339,2020-03-26 02:06:32+00:00,Covid-19 in India: PM @narendramodi interacts with doctors via video conferencing ,yuvaswapan
7340,2020-03-26 02:06:05+00:00,"This question is more for Media because Journaism in India is biased &amp; stinks of propaganda. The questions raised are stupid not tough. Every media house cares for only TRPs, bend facts/ truth &amp; masquerade opinions as news. #IndianMedia #covidindia #CoronaStopKaroNa @BDUTT",CitylabIndia
7341,2020-03-26 02:06:00+00:00,"Likely cover for Modi and some top officials getting the coveted Covid_19 Vaccine from the Israeli bioweapons designers. As far as anyone else knows India just bought some machine-guns then Modi starts acting like former germ-aphone Trump around groups, shaking hands etc.",360CNN
7342,2020-03-26 02:05:55+00:00,Dear sir what is status of Covid 19 in china.. in india we are locked down like PAROOT IN CAGE.. PLZ HELP US TO LET US KNOW HOW WUHAN IS CLEAR FROM THIS VIRUS.. NO CASE IN SHANGHAI,Raajarora1974
7343,2020-03-26 02:05:42+00:00,Commendable. Even in this crucial time such essential services are being marked & offered.@ChouhanShivraj @COVID_19_INDIA #21daylockdown #IndiaFightsCorona #IndoreFightsCorona #21DaysChallenge #CoronavirusLockdown,Prateeksharma89
7344,2020-03-26 02:05:23+00:00,"It had earlier predicted that India will grow at 4.5% in 2020. Covid-19 impact: Barclays cuts India's GDP target to 2.5%, fiscal deficit to 5% of GDP https://m.businesstoday.in/story/covid-19-barclays-india-gdp-target-25-fiscal-deficit-5-gdp/1/399199.html?utm_source=twitter&amp;utm_medium=WAP via @BT_India",asutoshbaba
7345,2020-03-26 02:05:19+00:00,India's Prime Minister Narendra Modi has imposed a nationwide lockdown in an attempt to slow the spread of the coronavirus #COVID2019 #21daysoflockdown #21DaysChallenge #AmericaFirst #Africa #US #IndiaFightsCOVID19 #AmericaFirst #ChineseWuhanVirus #ChinaLiedAndPeopleDied,Lockdown_COVID
7346,2020-03-26 02:04:58+00:00,"#FightCOVID19 : NBT launches stay home India with books initiative In the wake of preventive measures of the government to contain the spread of Covid-19, the National Book Trust, NBT has launched stay home India with books initiative. http://www.nbtindia.gov.in",ActiveartIn
7347,2020-03-26 02:04:44+00:00,"At the epicentre of COVID 19 in Rajasthan Government Hospital in Bhilwara - Drs Mushtaq, Gaur &amp; Prajapat, paramedics Mukesh, Sain, Gyan, Urwashi, Sarfaraz and Jalam are working 24*7 to beat Coronavirus. Take a bow, you are our true heroes! This is the spirit of new India ",santosh07ch
