"","some_txt","emotion","polarity"
"8834","one person has tested positive for coronavirus in srinagar today let‚Äôs try not to panicfocus on social distancing plus ensuring cleanliness covidindia coronavirus covid covid","unknown","positive"
"8835","‡‡‡‡‡ï ‡‡ï‡ç‡ï‡‡‡‡ç ‡‡‡ç‡‡‡ï‡ç‡ï‡à‡‡‡‡ç ‡‡‡‡Å‡‡ç ‡ï‡‡ï‡‡ç‡‡‡à‡‡‡‡‡ç ‡Ö‡‡‡ï‡ç‡ï‡à ‡‡‡ç‡‡à ‡‡‡‡ç ‡‡‡‡Å‡ï‡‡‡ç‡‡Å ‡ï‡ö‡‡ç‡‡ã‡‡çcovidindia coronaindia","unknown","positive"
"8836","federal government of canada cancel rent and mortgage payments during covidsign the petition","unknown","positive"
"8837","yes yescoronavirusupdate covid covidindia covid india bjpswarondemocracy","unknown","positive"
"8838","indian entrepreneurs doing their bit in fightcovid here is a chatbot by iit bombay alum aman goel whose firm allincall has launched chatbot for covidindia share make everyone aware stay safe","unknown","positive"
"8839","did some analysis of the number of covid cases in india since marchcovid cases in india are increasing exponentially the current growth rate isper day assuming that the number of cases grow at the same rate by aprilindia will havecases","unknown","neutral"
"8840","are canada doctors are doing marking hand stamping to the positive covid people before sending to there home like in india other countries are following those norms so it is easy to recognize those people who came positive","joy","positive"
"8841","covidindia ‡ï‡ö‡‡ã‡‡‡‡‡ç‡ï‡‡‡ç‡‡Å neem leaf fight against covidindia along with ac","unknown","negative"
"8842","prohibitory orders under sectionimposed across rajasthan till marchin view of coronaviruspandemiccoronavirusupdate covidindia coronaoutbreak covid","unknown","positive"
"8843","coronavirusupdate coronavirusindia covidindia covid covid staysafestayhome","unknown","positive"
"8844","hnblji ampji the entire nation is worriedstop covidsprd in india except those illegally protesting agnst caa compelling the admintake some kind of action to remve them after which they might hv sum plan again to burn india hope u hv it in mind","joy","negative"
"8845","initiates process to bring in its highvolume covid tests to india but constraints remain including supply bottlenecks says md shravan subramanyam","unknown","positive"
"8846","stop forwarding fake messages regarding coronavirusbe responsible and sensitive ahmedabad covidindia covidindia","unknown","neutral"
"8847","covidindia needs more speed involving interested public their voluntary contributions amp services make it peoples movement public has no faith in politician official combined task force involving interested public makes it a j","unknown","positive"
"8848","self swab is good idea india and other countries should adoptcovidindia keralafightscorona","joy","positive"
"8849","as pera total ofsamples fromindividuals have been tested for sarscov as on th marchpm ist follow social distance be safe covidindia covidindia","unknown","neutral"
"8850","more arrested in mizoram for spreading fake news on covidoutlook india","unknown","negative"
"8851","‡ö‡‡á‡‡ ‡ï‡ ‡‡à‡‡á ‡‡ã ‡‡‡‡ ‡‡‡ ‡‡Å‡‡ç‡‡Ä‡ï‡á‡ˇ ‡‡à‡‡‡ ‡‡ã‡‡ ‡‡à ‡‡ ‡‡‡‡ã‡Ç ‡‡á ‡‡‡‡‡ ‡‡‡‡ç‡ï‡Å‡ ‡ì‡‡‡ú‡‡‡ ‡‡à‡‡‡‡ ‡‡à covidindia coronavirusindia covidindia","unknown","positive"
"8852","‡‡Ç‡ˇ‡‡ó‡Ü ‡‡ö‡‡‡á covidindia ‡á‡‡ ‡‡ó‡ç‡ó‡Ü ‡Ö‡‡‡‡‡‡ç‡‡ã ‡è‡‡ã","unknown","positive"
"8853","narendermodi has failed to covid covidindia cnn ctv newindia indiamedia ctv cbc canadacovid","unknown","positive"
"8854","dekho bhaiyacovid is reason of gst nd noteban by modiji nd my govt is working hardly to ban nudles nd soups undermake in india said rahul ganduif we assume as pm","unknown","negative"
"8855","‡ï‡à‡‡‡‡ ‡ï‡ã‡‡ã‡‡ ve‡‡ã‡ˇ‡ã‡Ç ‡‡á ‡‡Ç‡ï‡ç‡‡‡ ‡‡Å‡‡Ç ‡Ö‡‡Ä ‡‡Ä ‡‡‡ ‡‡à ‡‡‡ú‡‡ˇ‡ ‡‡ã‡á‡è ‡‡à‡Ç‡ï ‡‡á‡Ç ‡‡Ä‡‡ ‡‡ã‡ï‡‡‡á ‡‡ ‡‡‡ç‡ ‡ï‡Ä‡ú‡‡ècoronavirusupdate staysafestayhome chinesevirus covidindia","unknown","positive"
"8856","indian community seeks charter flight to return homecovidindia covid","unknown","negative"
"8857","antidote is wasting pls do somethingcovidindiacovid","unknown","positive"
"8858","up cmhas said that the govt will do everything possible to ensure that coronavirus pandemic doesnt spread the call on ramnavami will be taken at the right timeindiafightsshaheenmocks covidindia covidindia","unknown","positive"
"8859","if there be one project manager who deserves the pmp certification it is narendra modiprime minister of indialook at all his past achievements in successful projectsswatcchatajandhanujjwalaindias fight against covid","unknown","positive"
"8860","cow piss being promoted in india amp doctors politicians amp scientists being quiet about it simply means that they agree with gau mutra therapy for covid","anger","neutral"
"8861","quarantine duration should increse from days to a month in indiacovidindia coronavirusindia covid coronavirusupdate","unknown","positive"
"8862","crudeoil crude cmp atdown rock on got the full move cheers guys more fall is comming i am not booking rest of my lots here more downside expected with a strict stoploss covidindia covidindia nifty nifty niftybank","joy","negative"
"8863","hatsofftngovernment pls trend this tag we need to wish them for their current work to prevent us from coronavirusindia it will help them to give energy to fight further against covidindia india tn tamilnadu cmotamilnadu vijayabaskar tngovt","unknown","positive"
"8864","less tests lesser cases indian mantra for coping covid covidindia coronavirusupdate covidindia","unknown","negative"
"8865","update first positive case in kashmir khanyar srinagar history of foreign travel arrived oncovid covid covidindia","unknown","positive"
"8866","justin all ongoing examinations including that of cbse central board of secondary education amp university exams may be rescheduled after marchministry of human resource development ani cautionyespanicno covidindia covid coronavirusoutbreak","unknown","positive"
"8867","nothing but theives covidindia coronavirusindia covidindia corona","unknown","positive"
"8868","this is happening after there is anouncement of closure of restaurant bars clubs pan thelas in nagpur it seems day before emergency covidindia coronavirusindia covidindia staysafestayhome","unknown","negative"
"8869","coronavirusupdate ‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡ ‡‡á ‡‡ö‡‡ ‡ï‡á ‡‡‡è ‡‡‡Ç‡ö‡á ‡‡‡ú‡‡ç‡‡‡ ‡‡á‡Ç‡‡‡‡ç‡ö ‡‡ï ‡‡‡‡ ‡‡‡ó‡Ç ‡ï‡ ‡‡Ä ‡ó‡à ‡‡à‡ covidindia covidindia coronavirusindia","unknown","positive"
"8870","number of confirmed covid cases in india crossesmaharashtra worst hitlivemint","unknown","negative"
"8871","this is the official website for corona updates data updated everyhrs keep this link handy for regular updates including when to wear masks social distancing and so oncoronaindia coronavirusindia covidindia covidindia","unknown","positive"
"8872","‡‡‡ç‡‡‡‡ ‡‡á‡Ç ‡ï‡ã‡‡ã‡‡ ‡ï‡ã ‡‡á‡ï‡ ‡‡á‡ ‡‡á‡Ç ‡ú‡‡ ‡‡ç‡‡ï‡‡ ‡ï‡Ä ‡‡ç‡‡‡‡ ‡‡à ‡â‡ ‡‡ç‡‡‡‡ ‡‡á‡Ç ‡‡‡‡Ä‡‡‡‡ó ‡‡ ‡â‡ö‡ç‡ö‡‡‡‡ç‡‡‡‡‡‡ ‡ï‡ ‡‡‡à‡‡ ‡ï‡ç‡‡ ‡‡á‡‡‡ç‡‡ã‡ ‡ï‡Ä ‡‡ç‡‡á‡‡Ä ‡‡á‡Ç ‡‡‡Ä‡Ç ‡Ü‡‡ ‡‡àcoronavirusindia covidindia shaheenbaghprotests pmmodisctoblame shaheenbaghcoronathreat","unknown","positive"
"8873","theres a world of difference between india amp row here the pm modi takes the moral responsibility amp he himself monitor the situation closely amp takes all the necessary steps to contain covid","unknown","positive"
"8874","were offering a free course on awareness and management of covid in partnership with ficci and nathealthhealthcare federation of indiastopthepanic spreadtheword knowledgechangeslives medvarsity online ltd","unknown","positive"
"8875","coronavirus live updates ‡ö‡Ä‡ ‡ï‡Ä ‡‡‡ï‡‡ ‡ï‡ ‡‡‡‡ ‡á‡‡ç‡‡ç‡‡Ç‡è‡Ç‡ú‡ ‡ï‡Ä ‡‡‡ covid‡‡ ‡Ö‡‡‡‡‡ ‡‡Å‡ú‡Ä‡‡‡‡ç‡ ‡ó‡ç‡‡Å‡ ‡‡á ‡ï‡‡‡ ‡ˇ‡á‡‡ç‡ˇ covid coronavirus corona virus viruscorona china chinesegovernment fujifilm chinese india indialivetv newsupdate","joy","negative"
"8876","whole worldindia is doing commendable work in order to prevent during covid pandemic rditv india may become second hotspot of covid avalanche wwsharing videos and reports of precautions for making conditions normal rdi tvthings are getting worse in covid","joy","positive"
"8877","big breakingall ongoing examinations including that of cbse central board of secondary educationuniversity exams may be rescheduled after marchministry of human resource developmentani covidindiacovidindiacovidquarantine","unknown","positive"
"8878","small steps are important covidindia coronavirusindia covidindia coronavirusupdate","unknown","positive"
"8879","congcoronapanic covidindia narendermodi bjp","unknown","positive"
"8880","corona ‡‡‡ç‡ ‡‡á‡Ç ‡‡Ä ‡õ‡Å‡‡ ‡‡à ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡ö‡‡ cclean your hands o off from gatherings r raise your immunity o only sick to wear mask nno to hand shake a avoid rumours ‡‡‡‡‡‡ ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡ ‡‡‡á‡Ç indiafightscorona covidindia","disgust","negative"
"8881","covidindia ‡‡‡ï‡Ä ‡á‡Ç‡ˇ‡‡‡á‡‡‡ ‡‡ó‡Ä ‡‡‡‡Ä ‡‡à ‡î‡ ‡ñ‡‡ì ‡ö‡‡ó‡‡‡‡ ‡â‡‡ç‡‡Ç ‡ï‡Å‡‡ ‡‡‡Ç‡ ‡‡‡‡ç‡‡Ä ‡õ‡‡‡ï‡‡Ä ‡â‡‡ç‡ˇ‡ ‡‡Ä‡‡ ‡ï‡Å‡õ ‡‡Ä‡ ‡Ü‡‡‡Ä ‡Ö‡‡‡á ‡ï‡ã ‡ö‡‡‡‡ï ‡‡‡ù‡‡ ‡‡à ‡è‡ï ‡‡‡á‡‡ ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡‡‡ ‡ï‡á ‡‡‡ ‡‡‡‡ ‡‡à‡","unknown","positive"
"8882","your collaboration apps are coming so handy teams skype outlook in toughtimes covidindia without life is so difficultrespect","unknown","positive"
"8883","while in india we turn to dung for answers covidindia coronavirusindia","disgust","positive"
"8884","sar salamat to pagdi hazaar this too shall pass stay safe everyone coronavirusindia coronavirus covidindia covidindia","unknown","neutral"
"8885","delhi govt calls meet on marchto discuss measures that can be taken if need arises to keep schools closed after marchin view of coronavirus outbreak cautionyespanicno covidindia covid coronavirusoutbreak live updates","joy","negative"
"8886","in india i think people are more concerned about falling sensex then spreading covid","unknown","neutral"
"8887","wah bete italy se tu corona lekar aaya ab modi ko dosh de raha h aur heavy price toh hum uss din se bhar rahe jab se tere gharwale yaha raj kar rahe the rahulgoback covidindia","unknown","negative"
"8888","‡‡‡Ç‡‡‡‡ ‡‡‡‡ç‡‡ï ‡‡‡‡‡‡ï ‡á‡‡‡‡Ä ‡‡á‡‡Ä ‡ï‡á ‡ò‡ ‡‡á‡Ç ‡‡ó‡Ä ‡Ü‡ó ‡‡‡ï‡ ‡‡‡‡‡ó ‡‡á ‡‡‡‡ ‡ï‡‡‡Çpassive threatening family is easiest targeting new low ofwas talking about this tsunamidemocraticcovidindia","sadness","negative"
"8889","‡ï‡ç‡‡ ‡‡ ‡‡ï‡Ä‡ï‡ ‡‡ã ‡‡‡Ä‡Çcovidindia coronavirusindia covidindia","unknown","positive"
"8890","slight recovery was seen in pulses market in india as arrivals in markets get disrupted due to sporadic rains besides demand for pulses started increasing due to increasing fear of spreading covidpeople are shifting from nonveg to veg now it may push up demand further","fear","negative"
"8891","first coronavirus case from kashmir valley staysafestayhome coronavirusupdate covidindia quarantine coronavirus coronaviruskashmir covid covid","unknown","positive"
"8892","may allah save all of us srinagar remains the heart of jammukashmir this is worrying i hope government of indias representatives here in jampk do their best to ensure whatever needs to be done for the protection of people from coronaviruscovid turn to allah","disgust","positive"
"8893","i am asking why rahulgandhi is not making an appeal to the shaheenbagh protesters to calloff their protest temporarilycongcoronapanic covidindia coronavirusindia covidindia httpstcorwxprjtxel","unknown","negative"
"8894","echt wtf wordt coronavirus covid soms misbruikt voor optuigen politie cq surveillancestaat in westerse samenlevingen zie frankrijk spanje itali„ in de geest van antidemocratische staten als rusland india en china","unknown","positive"
"8895","such a bad luck of india modi ji was working hard to get the economy on way which was badly treated by congress but now due to covidwe will against come down","sadness","negative"
"8896","is this available for all indian railways covidindia","unknown","positive"
"8897","social distancingstay away stay positive stay strong stay away as much as possible for your own good and obviously for others good covidindia covidindia covid covid covid","joy","positive"
"8898","how india is responding to covid quarantine travel limits and testsworld economic forum","unknown","positive"
"8899","‡‡à‡‡ç‡‡ã ‡‡‡‡‡‡‡ã ‡‡‡‡Éa big salute to all indian doctors indiafightscorona covidindia covidindia staysafestayhome","unknown","positive"
"8900","no superhero will come to save us be you own hero coronavirusupdate chinaliedpeopledied chinesevirus covidindia","joy","positive"
"8901","coronarocona ‡‡ã‡ï‡ã‡‡ its hindi alphabetic word means stop design by me coronavirusindia covid covid coronavirus logodesign animation coronavirusupdate india gocoronago safehandschallenge daystocontrol","unknown","positive"
"8902","covid pay cut for singapore ministers but bonus for frontline workers no dont even thinkthey wont do any such thing in indiaon the contrary they are very capable of giving hazard allowance to mlasmps and ministers and putting a corona cess on taxpayers","unknown","negative"
"8903","corna aur shaheen bagh se jada khatrnak hai ye channels cornavirusoutbreak covidindia coronainpakistan zee","unknown","positive"
"8904","coronavirusindia being a medical aspirant i read in my book that sars pandemic in china from febwas due to corona virus in humans it is a mutant form of influenza virus so why not we research on the influenza virus and find some remedy covidindia covidindia","unknown","negative"
"8905","covidindia coronavirusindia covidindia vasaimcdshutter downeast mumbai localshopefully soon","unknown","positive"
"8906","it means no rule and regulations all the workshopseminar and conferences are cancelled due to covid and some places are avoiding the ugc normsits very harmful for the society","unknown","negative"
"8907","will i get my refund on a prebooked flight if i cannot travel due to a state closing its borders amid covid pandemicplease revert as i had booked my flight at a time when this virus wasnt in india","sadness","negative"
"8908","workfromhome workingfromhome workingfromhometips covidindia","unknown","positive"
"8909","i urge todeclare national emergency in the countryrequired to stop movement of people as due to movement covid is spreading on thcase tdydays count doublethis is very dangerous else is goes out of our control","joy","negative"
"8910","no testno positive cases covidindia coronavirusindia coronavirusupdate govt","unknown","positive"
"8911","if that would have been the case every company would have increased the prices hul trying to take advantage of current covidindia situation","unknown","neutral"
"8912","aggregator based startups ie delivery focused ones dna gonna change covidindia is mutating almost everything toughtimes","unknown","positive"
"8913","‡ï‡ú‡ ‡ú‡‡‡‡ ‡‡ ‡â‡‡ï‡Ä ‡ñ‡‡Å‡‡Ä ‡è‡ï ‡‡‡ ‡á‡ ‡‡á‡ ‡ï‡Ä ‡‡‡‡ç‡ˇ‡ç‡‡Ä‡ caller tune ‡‡ ‡ú‡‡è‡ó‡Ä coronavirusindia covidindia","unknown","positive"
"8914","the covid infection rate in india remains low relative to population size due to fast govt action good job pm modi i hope people follow rules in place stay home amp stop creating chaos by circulating videos that sends wrong message covidindia","joy","negative"
"8915","this is big covidindia rajasthan sec","unknown","positive"
"8916","which planet does this chap come from india is one of those countries that went into overdrive way before othersby far there might still be crisis but certainly not because of not trying covidindia a quick aggressive action for everyone else is to mute this joker","anger","negative"
"8917","the world is battling with coronavirus covid pandemic coronaviruscovidhas now come to india after taking many lives in chinaitalyus etcreportedly withconfirmed cases of people affected by covidout of whichhospitalized cases contd","unknown","positive"
"8918","social distancing and home quarantine how the world is fighting the spread of coronaviruscoronavirus kbp kirtibeautyparlour india covid corona socialdistancing quarantinebeauty parlour","unknown","positive"
"8919","coronavirusindia covidindia coronavirus looks like humans are the virus and corona is the cure which earth is healing itself from currently a pretty solid question the nature is asking can you respect me any my laws and inturn i will let you live","joy","positive"
"8920","india reports second death linked to covidanadolu agencydiabetes vingscommunity news","unknown","negative"
"8921","corona ‡‡‡ç‡ ‡‡á‡Ç ‡‡Ä ‡õ‡Å‡‡ ‡‡à ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡ö‡‡ cclean your hands o off from gatherings r raise your immunity o only sick to wear mask nno to hand shake a avoid rumours ‡‡‡‡‡‡ ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡ ‡‡‡á‡Ç indiafightscorona covidindia","disgust","negative"
"8922","‡‡‡ç‡‡Ä ‡‡ç‡‡‡‡ ‡‡‡‡ ‡‡Ä ‡â‡ö‡ç‡ö ‡‡‡ö‡‡ ‡‡‡‡ ‡ó‡‡ ‡‡‡‡‡‡ ‡ñ‡‡‡Ä ‡‡‡ ‡‡ã‡‡á ‡‡á ‡Ö‡ö‡ç‡õ‡ ‡‡ã‡‡ã ‡‡‡ç‡‡ ‡‡‡ ‡‡á‡Ç ‡‡ã ‡‡‡‡ ‡ï‡‡ã coronavirusindia covidindia","unknown","positive"
"8923","sarfaroshi ki tammanna aab hamare dil main hai dekhna hai zoe kitna virus e kaatil main be safe everyone sarfaroshi k saath ghar pe hi raho coronavirusindia covidindia covid","unknown","neutral"
"8924","along with shutting down of mallsschoolscolleges etc i think people who are homeless should also be taken carecovidindia staysafestayhome","unknown","positive"
"8925","chicha you can hide number of covid cases but not the number of death bodiesandtwo friends are really great job to save thier country long live america and india","joy","negative"
"8926","sars coventry path is ace receptornacetyl cysteine and vitamin d ui daily lower ace cell receptors suppliment daily to inhibit infection risk cov sars covidindia covidindia","unknown","negative"
"8927","is covid in india","unknown","positive"
"8928","ji why cant india develop swadeshi covidtest kits","unknown","positive"
"8929","boycotttelegraphdefames honourable president of india shri ramnath kovindcompares his name to deadly virus covid its really an insult to our nationneed strict action","unknown","negative"
"8930","corona ‡‡‡ç‡ ‡‡á‡Ç ‡‡Ä ‡õ‡Å‡‡ ‡‡à ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡ö‡‡ cclean your hands o off from gatherings r raise your immunity o only sick to wear mask nno to hand shake a avoid rumours ‡‡‡‡‡‡ ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡ ‡‡‡á‡Ç indiafightscorona covidindia","disgust","negative"
"8931","godmorningwednesday satyalok ‡‡‡ç‡‡‡ã‡ï is the eternal dwelling place of the immortal supreme god god kabir it is free from death ampamp suffering it isampnbspsatlok the eternal heaven where god sits wednesdaymotivation covidindia","sadness","negative"
"8932","dont try this at home workingfromhome coronavirusindia covidindia workfromhome credits","unknown","negative"
"8933","press council of india raps the telegraph for comparing president kovind to covid says ultraleft wing media violated journalisticnorms Ä","unknown","positive"
"8934","covidindia covidindia coronavirusindia covidindia coronavirusupdate","unknown","positive"
"8935","dear narendra modi siri dont know how india is fighting with covid but in karnataka we havedistrict and all availablelabs have been kept in south karnataksir its better if we place them in each corner of the statejai","unknown","positive"
"8936","help india to fight agaisnt covid strongly as pharmacist i did my job rest of this in your hand please do the needful sir","joy","neutral"
"8937","credit where it is due what italy did in stageof transmission was done bygovernment in the end of stageonly might end up being a colossal difference in the big picture covidindia covidindia coronavirusindia","unknown","positive"
"8938","‡‡‡‡ ‡Ö‡ó‡ ‡‡ ‡ó‡‡ ‡‡à ‡‡ã ‡‡Å‡ù‡á ‡‡Ä ‡ó‡‡‡Ä ‡ï‡‡‡á ‡ï‡ ‡‡ú‡ï‡ ‡‡à ‡ê‡‡Ä ‡‡ã‡ö ‡‡á ‡‡á‡ ‡‡‡ ‡‡‡Ä ‡‡ã‡Ç‡ó‡á ‡‡à‡Ç‡‡á ‡‡á‡‡Ä ‡‡ç‡‡ï‡ç‡‡ ‡‡‡‡ ‡Ü‡‡ï‡ã ‡‡Ä ‡‡à ‡Ö‡‡ ‡ï‡‡‡ ‡‡‡Ä ‡ï‡‡‡ ‡Ü‡‡ï‡Ä ‡‡‡‡‡‡ï‡‡ ‡‡á ‡‡‡‡ç‡‡ ‡ï‡‡‡ ‡‡à ‡ï‡ã‡‡ã‡‡ ‡ú‡‡ó‡‡‡ï ‡‡Ç‡ï‡ˇ ‡‡à ‡‡ã ‡‡á ‡‡‡‡‡ç‡‡‡‡ ‡Ü‡ó‡á ‡ï‡Å‡õ ‡î‡ ‡‡‡ ‡‡‡á‡Ç‡ó‡Ä ‡‡Ä ‡‡‡ù‡‡‡‡Ä ‡‡á ‡ï‡‡ ‡‡á covidindia staysafestayhome","unknown","positive"
"8939","just wait till you see the covidcure crock of bull that comes across the indiabased whatsapp groups","unknown","positive"
"8940","just as your ironbrother is the birthplacehotbed for terrorists your autocracy is responsible for the originspread of sarsswine flu covidetc indeed china amp pakistan are destructorsinarms also would your question be the same if covid had originated in india","joy","neutral"
"8941","hi greetings i request to mr pm modi to change covid as covid as suggested by sanjay b jumaani he is a great numerologisti guess if this small little thing can do something then we should consider it sir ias the citizen of india wants its benefit only","joy","positive"
"8942","together we succumb separate we survive only for the time being covid covidindia socialdistancing","joy","neutral"
"8943","coronaviruschallenge coronainpakistan coviduk coronavirusupdate coronavirusoutbreak covid covidindia coviduk covid pakistanfightscorona stayhomecanada staysafestayhome wuhancoronavirus iran malaysialockdown","unknown","positive"
"8944","if you were the pm what would you have done can you answer that specifically covidindia covidindia","unknown","positive"
"8945","if corona had a face covidindia chinaliedpeopledied covidindia coronavirusindia","unknown","positive"
"8946","bl covid an overhaul of public health infrastructure is needed india needs to gear up its testing facilities and number of beds to deal with pandemics such as the coronavirus which seem to break out once a decade if not earlier","unknown","neutral"
"8947","yearold man who hid travel history dies of coronavirus in mumbaiindia mumbai coronavirus coronavirusindia coronavirusoutbreak covid covid covid coronaindia","disgust","positive"
"8948","coronavirus vaishno devi yatra closed all interstate buses banned in jkcautionyespanicno covidindia covid coronavirusoutbreak","anger","positive"
"8949","helloi think in india many young kids and other people usescoronavirusindia covidindia covid this kind of ads do not suits you one side you ask for agefor some contents and in here this type of ads","joy","neutral"
"8950","for real quarantine covidindia covidindia chinaliedpeopledied","unknown","positive"
"8951","for not being so serious about covidindia just start from home be an example go for the lock down save people start from government and its departments and yeah don‚Äôt forget banks","unknown","negative"
"8952","dearsit and relax india is lead by one of the best leader and world is watching india how aggressively amp swiftly india is dealing with covid way better than developed nations perhaps it is beyond your imagination stay safe‚Äîdon‚Äôt travel to italy","unknown","positive"
"8953","‚Äúalso it is interesting that in thecountries that share land or sea borders with china shown in bold onlycases have been reported only india has reported more thancases andcountries have reported between zero and five cases‚Äù covid","unknown","positive"
"8954","govt shud setup sanitizing points at major points nd junctions immediately throughout da state emergency fund must be allocated to strengthen anti corona initiatives also at da same time govt shud regularize da selling of sanitizerscovidindia","unknown","negative"
"8955","scenes of protest from international passengers against being placed under quarantine to curb the spread of covid virus were witnessed at the delhiairport recently however sources claim that the situation was later resolved covidindia coronavirusupdate photo ians","unknown","negative"
"8956","sir when gatherings of more thanpeople arent allowed because of coronavirus then why are there at leastteachers at one checking center why cant we postpone the board examination checkingcovidindia co","unknown","positive"
"8957","sir are we waiting for the teachers to get sick spread coronavirus and maybe die before you give them an opportunity to be safecovidindia coviddelhi cbse covid","disgust","negative"
"8958","isn‚Äôt it moronic to allow ram navami gathering in the height of covid crisis india is no way equipped to handle the pandemic even us isn‚Äôt that‚Äôs why they have started declaring county based emergencies don‚Äôt you have any br","unknown","negative"
"8959","apparently teachers are resistant to covid so they can travel for cbse paper checking and to schools sit and check answer sheets for hours among otherteachers they cant contract the virus or spread itcovidindia coviddelhi cbse covid","unknown","negative"
"8960","yearold gurgaon resident tests positive for novel coronavirus official pti cautionyespanicno covidindia covid coronavirusoutbreak","unknown","positive"
"8961","dear abroad lover if you are returning to india cooperate with isolation center rest at home atleastdays i know you are vip but we have responsibility of our familyproudtobeindian covidindia covidindia","unknown","positive"
"8962","i do appreciate govt of india for its steps against covid website mohfw awareness programs amp highest bed in vadodara hospital by indian railway indiafightscoronacovid","anger","positive"
"8963","gotta finish all my books before corona reaches to gujarat phir kya pata kal ho na ho covidindia","unknown","positive"
"8964","are there any chances to create covid relief fund for india many will happily contribute coronavirusindia corona covid","joy","positive"
"8965","thankyoujustintrudeau canadacovid weareone cdnpoli bcpoli alpolitics ontpoli realdonaldtrump cnn italy covidindia iran china spain uk australialockdown","unknown","positive"
"8966","casemarratnagiriyear old man who had travel history to dubai has tested positive maharashtra state tallycovidindia covidindia coronavirusindia","unknown","positive"
"8967","please take strict actionb safdarjung office should be locked down and necessary steps should be taken for preventing further infection from covidthis shouldnt be taken casually","joy","neutral"
"8968","when police catches you for violating traffic rules but you are infected with corona virus covidindia","unknown","negative"
"8969","must see stay safe covidindia coronavirusindia covidindia coronavirusoutbreak corona","unknown","positive"
"8970","doctors out there are risking their lives to protect ours and here we are acting like the most uneducated citizens be it shaheen bagh or those who were still traveling even after been told to self quarantinehow disappointing shaheenbaghcoronathreat covidindia covidindia","joy","positive"
"8971","coronavirusupdate who coviduk coronaviruschallenge chinaliedpeopledied coronavirusnigeria covidindia pakistanfightscorona earthquake humanrightsday shoaibakhtar","unknown","positive"
"8972","excellent live covidindia cases tracker built my folks atwith careful curation and verification of all data before updates thanksfor this public resource","joy","positive"
"8973","yearold gurgaon resident tests positive for novel coronavirus official pti cautionyespanicno covidindia covid coronavirusoutbreak live updates","joy","positive"
"8974","i think we all know the answers lock down is democratic dictate arising out of individualistic impulse of saving oneself but if people turn hungry they will defy it anyway covidindia coronavirus covid","disgust","neutral"
"8975","lock down will be chakravyooh for the economy we will walk into it we dont know how to get out of recession that looms at the end of long lockdown covid covidindia","joy","negative"
"8976","entire world is praising modi for his efforts for combating covid and here in india anti modi haters are blaming him for no reasonshame on their mean mentality","unknown","negative"
"8977","there are instances where folks are intentionally hiding travel history running away when asked for quarantineputting general public at risk shouldnt they be booked for such acts covidindia","unknown","negative"
"8978","kindly take a mandatory decision for private companies in mumbai where work from home is not possible since the life threatening can be developed privatecovidcompanies coronavirusindia coronavirusupdate covidindia","joy","positive"
"8979","ozone therapy is a proven treatment for viral infections india must try it out on corona virus indiafightscorona harnessing innovation for a healthier planet pm modi has urged people to come forward and share technologydriven solutions to fight covid via namo app","unknown","negative"
"8980","this is a serious issue the employees came to know about the covid patient from the housekeeping they only sanitized a part of the office and did not inform other colleagues the office was open today and now we dont know how many of them","unknown","positive"
"8981","respected arvind sir i don‚Äôt feel so just sharing my thought covidhas just begun in india and we are at very crucial stage the number of infected people are only increasing if its not immediately controlled huge downside is expected waiting for vaccine soon","fear","negative"
"8982","covid covidindia coronavirusupdate coronaviruspandemic coronaoutbreak","unknown","positive"
"8983","how long covid virus lives on different materials plastic steel copper coronavirus covid coviduk covidindia","unknown","negative"
"8984","why cant theystart nowcovidindia covidindia chennai","unknown","positive"
"8985","‡‡â ‡ú‡ó‡‡Ä‡ ‡ö‡ú‡‡‡Ä ‡Ö‡‡ã‡‡ ‡‡á‡‡ ‡‡‡ ‡‡ã‡‡á ‡ó‡ã‡‡‡‡ó‡Ç‡ú ‡‡á‡Ç ‡Ü‡ú ‡‡‡‡‡Ç‡ï‡ï‡ã ‡‡‡ ‡‡á‡Ç‡‡ú‡á ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡Ç‡ï‡ç‡‡‡‡ ‡è‡ï ‡‡‡Ä‡ú‡ ‡‡‡‡ ‡ó‡‡ ‡‡à ‡â‡ ‡‡á ‡‡ ‡‡Ç‡ï‡ç‡‡‡ ‡î‡ ‡Ö‡‡‡ï ‡‡ ‡‡à‡ ‡‡ï‡á ‡á‡‡ï‡á ‡‡‡è ‡â‡ö‡‡ ‡‡á‡ñ ‡‡á‡ñ ‡‡á‡Ç ‡‡‡ ‡â‡ö‡‡ ‡á‡‡‡ú ‡‡á‡‡Å ‡â‡‡á ‡‡ç‡‡‡‡‡‡‡ï ‡Ö‡‡‡ï‡‡‡‡‡ã‡Ç ‡ï‡á ‡ú‡‡‡ç‡‡á ‡‡ú‡‡ ‡ó‡‡ covidindia covidindia","unknown","positive"
"8986","covidindia coronavirusoutbreak covidindia","unknown","positive"
